Hurguada								
 27.15         33.717        14            2 								
								
 hy	 p	 Ta	 RH	G_Bh	G_Dh	N	 FF	 DD
4807	1011	30.4	35	122	116	3	4	340
4808	1011	31.7	33	379	82	0	4.6	348
4809	1011	32.9	31	571	100	0	4.9	357
4810	1011	34	28	723	124	0	6.4	359
4811	1011	35	27	816	149	0	6	28
4812	1011	35.8	26	850	170	0	6.8	32
4813	1011	36.4	25	847	165	0	7.4	325
4814	1011	36.7	26	778	152	0	8	192
4815	1011	36.7	27	663	129	0	8	9
4816	1011	36.5	28	503	102	0	7.2	1
4817	1011	35.9	27	309	80	0	6.6	354
4818	1011	35.1	29	75	96	4	6.4	356
4819	1011	34.1	33	0	6	4	6.6	356
4820	1011	33.6	36	0	0	4	6.6	31
4821	1011	33.1	34	0	0	4	6	354
4822	1011	32.6	34	0	0	4	4.9	8
4823	1012	32	35	0	0	3	5.2	348
4824	1012	31.5	40	0	0	3	4.3	357
4825	1012	31.4	40	0	0	3	4.6	359
4826	1012	31.2	40	0	0	3	4.6	65
4827	1012	31.1	42	0	0	3	4.9	324
4828	1012	31	40	0	0	3	4.9	19
4829	1012	30.9	38	0	0	3	2.5	272
4830	1012	31.2	42	0	24	3	2.3	270
4831	1012	32.6	39	121	115	3	2.7	320
4832	1012	34	36	381	80	0	2.5	355
4833	1012	35.4	34	581	94	0	3.6	347
4834	1012	36.7	32	725	122	0	4.6	343
4835	1012	37.8	31	827	142	0	4.9	325
4836	1012	38.8	28	863	163	0	5.4	354
4837	1012	39.4	26	850	163	0	5.2	352
4838	1012	39.8	25	792	143	0	4.9	26
4839	1012	39.9	25	693	112	0	4.3	330
4840	1012	39.8	27	538	82	0	4.3	37
4841	1012	39.2	28	338	64	0	4.3	25
4842	1012	38.3	29	86	93	3	2.9	340
4843	1012	37.3	32	0	7	3	2.7	353
4844	1012	36.5	34	0	0	3	2.1	3
4845	1012	35.8	35	0	0	3	1.7	356
4846	1012	35	36	0	0	3	1.9	17
4847	1012	34.2	37	0	0	3	1.6	359
4848	1012	33.4	39	0	0	3	1.3	354
4849	1012	32.7	41	0	0	3	1	355
4850	1012	32	44	0	0	3	0.7	16
4851	1012	31.5	44	0	0	3	1.3	351
4852	1012	31.1	44	0	0	3	1.7	337
4853	1012	30.9	46	0	0	3	1.9	335
4854	1012	31.1	44	0	25	3	1.5	316
4855	1012	32.4	44	136	116	3	1.7	352
4856	1012	33.7	38	436	52	0	3.6	11
4857	1012	35	36	637	70	0	4.3	265
4858	1012	36.1	32	789	95	0	4.9	148
4859	1012	37.1	31	890	112	0	4.3	291
4860	1012	37.9	28	925	130	0	5.7	315
4861	1012	38.4	28	911	130	0	6	282
4862	1012	38.7	26	843	116	0	7.2	19
4863	1012	38.8	27	721	97	0	7.4	215
4864	1012	38.6	28	529	96	0	8.6	86
4865	1012	38	28	330	69	0	8.6	340
4866	1012	37.1	29	82	94	4	8.8	351
4867	1012	36.1	33	0	4	4	8.8	4
4868	1012	35.3	37	0	0	4	8.2	346
4869	1012	34.5	41	0	0	4	7.2	43
4870	1012	33.7	46	0	0	4	8.4	26
4871	1012	32.9	46	0	0	4	8.2	7
4872	1012	32	48	0	0	4	9.2	353
4873	1012	31.6	51	0	0	4	9.9	337
4874	1012	31	52	0	0	4	9.7	354
4875	1012	30.7	50	0	0	4	10.3	19
4876	1012	30.4	51	0	0	3	10.7	4
4877	1012	30.2	52	0	0	3	9.1	348
4878	1012	30.5	51	0	23	3	8.8	22
4879	1012	31.8	50	128	113	3	8.2	343
4880	1012	33.1	43	399	72	0	7.7	350
4881	1012	34.5	42	605	81	0	8.6	349
4882	1012	35.7	39	753	107	0	9.2	351
4883	1012	36.7	34	848	130	0	10.7	344
4884	1012	37.5	29	886	149	0	10.7	346
4885	1012	38.1	29	878	147	0	11.4	9
4886	1012	38.5	29	827	124	0	11.2	334
4887	1012	38.6	28	718	99	0	11.4	345
4888	1012	38.4	27	552	75	0	10.3	344
4889	1012	37.8	26	348	58	0	9.7	350
4890	1012	37	27	87	93	4	10.1	10
4891	1012	36	27	0	7	4	9.9	332
4892	1012	35.2	29	0	0	4	8.8	343
4893	1012	34.4	28	0	0	3	7.2	328
4894	1012	33.6	28	0	0	3	7.4	297
4895	1012	32.8	30	0	0	3	6.8	22
4896	1012	32	30	0	0	3	7.7	342
4897	1012	31.5	34	0	0	3	8.2	346
4898	1012	30.9	34	0	0	3	7.4	345
4899	1012	30.6	34	0	0	3	7.7	359
4900	1012	30.3	33	0	0	3	7.7	343
4901	1012	30	34	0	0	3	5.7	205
4902	1012	30.2	33	0	22	3	5.7	162
4903	1012	31.5	32	126	112	3	4.9	310
4904	1012	32.9	29	400	71	0	6.4	216
4905	1012	34.2	29	608	79	0	7.2	353
4906	1012	35.3	25	757	105	0	7.4	30
4907	1012	36.4	24	858	125	0	8.2	290
4908	1012	37.2	23	901	141	0	9.2	286
4909	1012	37.8	22	880	145	0	9.5	261
4910	1012	38.1	21	818	128	0	10.1	27
4911	1012	38.2	21	688	113	0	9.7	260
4912	1012	38	21	510	103	0	9.1	241
4913	1012	37.4	22	315	75	0	10.7	280
4914	1012	36.5	23	73	95	4	9.5	278
4915	1012	35.6	24	0	4	4	9.2	286
4916	1012	34.7	27	0	0	4	8.6	269
4917	1012	33.9	27	0	0	4	7.8	191
4918	1012	33.1	29	0	0	4	7.7	160
4919	1012	32.3	29	0	0	4	6.8	357
4920	1012	31.4	31	0	0	4	7.4	340
4921	1012	30.9	32	0	0	4	8	335
4922	1012	30.2	31	0	0	4	9.2	315
4923	1012	29.9	32	0	0	4	10.1	345
4924	1012	29.5	32	0	0	3	9.5	354
4925	1012	29.3	33	0	0	3	8.6	343
4926	1012	29.5	31	0	21	3	9.2	25
4927	1012	30.7	28	119	113	3	9.2	340
4928	1012	32	26	378	79	0	10.1	186
4929	1012	33.3	26	570	97	0	9.5	352
4930	1012	34.4	21	712	128	0	10.1	357
4931	1012	35.4	20	804	154	0	9.5	346
4932	1012	36.2	19	846	171	0	9.5	353
4933	1012	36.7	18	835	171	0	9.9	345
4934	1012	37.1	19	787	146	0	10.7	345
4935	1012	37.2	20	670	123	0	9.7	355
4936	1012	37	21	515	93	0	9.2	352
4937	1012	36.4	22	312	76	0	8.8	343
4938	1012	35.6	24	76	94	4	8.4	5
4939	1012	34.6	26	0	6	4	8.6	352
4940	1012	33.9	31	0	0	4	7.2	359
4941	1012	33.1	33	0	0	4	6.4	333
4942	1011	32.4	34	0	0	4	5.6	356
4943	1011	31.6	34	0	0	4	6	355
4944	1011	30.9	37	0	0	4	6.2	356
4945	1011	30.4	38	0	0	3	5.2	338
4946	1011	29.9	40	0	0	3	5.2	349
4947	1011	29.6	40	0	0	3	5.7	337
4948	1011	29.3	42	0	0	3	7	359
4949	1011	29.1	43	0	0	3	5.2	332
4950	1011	29.3	44	0	20	3	5.6	327
4951	1011	30.5	43	105	116	3	5.4	337
4952	1011	31.8	38	341	98	0	5.6	18
4953	1011	33	36	520	126	0	6.2	340
4954	1011	34.2	31	649	166	0	6.6	37
4955	1011	35.2	28	726	203	0	7.2	3
4956	1011	36	27	759	227	0	6.4	355
4957	1011	36.5	26	750	226	0	7.2	348
4958	1011	36.9	23	732	179	0	8.6	348
4959	1011	37	24	621	152	0	8	29
4960	1011	36.8	24	468	119	0	7.8	2
4961	1011	36.2	26	290	87	0	7.7	24
4962	1011	35.4	28	71	94	3	7	360
4963	1011	34.5	32	0	6	3	7.4	350
4964	1011	33.8	36	0	0	3	7.7	350
4965	1011	33.2	39	0	0	3	6.4	129
4966	1011	32.5	38	0	0	3	5.7	288
4967	1011	31.9	40	0	0	3	5.6	241
4968	1011	31.2	39	0	0	3	4.3	164
4969	1011	30.8	42	0	0	3	4.9	343
4970	1011	30.4	43	0	0	3	6.2	264
4971	1011	30.1	43	0	0	3	8.2	332
4972	1011	29.9	43	0	0	3	8.4	78
4973	1011	29.7	39	0	0	3	7.2	8
4974	1011	29.9	34	0	19	3	6.8	197
4975	1011	31.1	33	104	115	3	7.4	178
4976	1011	32.4	31	341	97	0	7.2	241
4977	1011	33.7	28	519	131	0	7.8	11
4978	1011	34.9	24	678	147	0	8.4	348
4979	1011	35.9	23	768	176	0	9.1	333
4980	1011	36.8	24	798	201	0	9.5	353
4981	1011	37.3	23	797	194	0	10.4	341
4982	1011	37.7	22	756	163	0	10.4	346
4983	1011	37.8	21	644	137	0	11.2	356
4984	1011	37.6	22	474	120	0	11.4	333
4985	1011	37	23	288	88	0	10.1	348
4986	1011	36.2	25	71	93	3	9.7	206
4987	1011	35.3	24	0	6	3	10.4	293
4988	1011	34.6	27	0	0	3	11	157
4989	1011	33.9	28	0	0	3	10.4	38
4990	1011	33.3	30	0	0	3	9.7	327
4991	1011	32.6	32	0	0	3	9.7	35
4992	1011	31.9	31	0	0	3	10.1	268
4993	1011	31.4	31	0	0	3	8.8	23
4994	1011	30.9	31	0	0	3	8	156
4995	1011	30.6	34	0	0	3	8.2	315
4996	1011	30.4	36	0	0	3	7.7	322
4997	1011	30.2	35	0	0	3	7	295
4998	1011	30.3	33	0	19	3	6.6	301
4999	1011	31.5	33	110	113	3	6.6	289
5000	1011	32.8	30	362	85	0	6.4	282
5001	1011	34.1	30	563	100	0	6.8	289
5002	1011	35.3	28	713	126	0	7.7	28
5003	1011	36.3	25	809	150	0	7.8	242
5004	1011	37.1	24	834	178	0	7.7	314
5005	1011	37.7	25	825	176	0	8	295
5006	1011	38	26	751	166	0	8.8	175
5007	1011	38.1	24	638	141	0	8.6	259
5008	1011	37.8	24	470	122	0	9.1	299
5009	1011	37.3	26	282	90	0	8.6	272
5010	1011	36.4	29	64	93	4	9.1	286
5011	1011	35.5	31	0	4	4	8.4	299
5012	1011	34.9	34	0	0	4	8	279
5013	1011	34.4	36	0	0	4	7.4	302
5014	1011	33.9	40	0	0	4	6	284
5015	1011	33.3	42	0	0	4	6.8	302
5016	1011	32.8	44	0	0	4	6.2	318
5017	1011	32.5	44	0	0	4	4.9	286
5018	1011	32.3	44	0	0	4	5.4	286
5019	1011	32.1	46	0	0	4	4.3	286
5020	1011	32	47	0	0	3	4	284
5021	1011	31.9	50	0	0	3	3.6	293
5022	1011	32.1	53	0	17	3	3.6	300
5023	1011	33.4	49	104	114	3	3.3	281
5024	1011	34.8	46	347	92	0	4.9	299
5025	1011	36.1	41	529	119	0	4.9	275
5026	1011	37.4	33	675	148	0	5.2	311
5027	1011	38.4	30	758	181	0	5.4	265
5028	1011	39.3	30	791	205	0	5.6	287
5029	1011	39.9	29	788	199	0	6.6	292
5030	1011	40.3	28	742	171	0	6.6	332
5031	1011	40.5	28	647	134	0	6.4	343
5032	1011	40.3	27	477	117	0	6	347
5033	1011	39.7	27	285	88	0	7.8	353
5034	1011	38.9	27	66	92	4	7.2	358
5035	1011	38	29	0	4	4	6	315
5036	1011	37.1	31	0	0	4	6	55
5037	1011	36.2	33	0	0	4	5.2	59
5038	1011	35.3	34	0	0	4	4.6	37
5039	1011	34.4	34	0	0	4	3.8	344
5040	1011	33.5	39	0	0	4	5.6	339
5041	1011	32.6	42	0	0	4	5.4	77
5042	1011	31.7	46	0	0	3	5.2	336
5043	1011	31.3	43	0	0	3	5.4	318
5044	1011	30.8	43	0	0	3	4.9	21
5045	1011	30.4	42	0	0	3	3.8	358
5046	1011	30.5	40	0	17	3	4.3	346
5047	1011	31.6	39	105	113	3	3.6	345
5048	1011	32.8	35	351	89	0	3.8	9
5049	1011	33.9	32	535	115	0	6.6	336
5050	1011	35	29	672	150	0	6.4	336
5051	1011	35.9	26	768	174	0	6.6	352
5052	1011	36.6	26	814	190	0	6.6	338
5053	1011	37.1	25	821	178	0	6.8	357
5054	1011	37.4	25	791	141	0	8.8	358
5055	1011	37.5	26	679	115	0	8.6	273
5056	1011	37.3	26	512	92	0	9.5	298
5057	1011	36.7	28	309	74	0	9.9	319
5058	1011	36	32	73	91	3	8.8	286
5059	1011	35	36	0	5	3	9.1	297
5060	1011	34.3	40	0	0	3	8.4	281
5061	1011	33.6	43	0	0	3	7	8
5062	1011	32.9	45	0	0	3	5.4	355
5063	1011	32.2	46	0	0	3	4.6	337
5064	1011	31.5	47	0	0	3	4.6	165
5065	1011	31.2	46	0	0	3	2.7	41
5066	1011	30.8	49	0	0	3	3.8	330
5067	1011	30.7	50	0	0	3	3.6	52
5068	1011	30.5	52	0	0	3	2.9	292
5069	1011	30.4	52	0	0	3	2.2	307
5070	1012	30.6	54	0	17	3	2.9	293
5071	1012	31.8	48	112	110	3	2.2	299
5072	1012	33.2	42	370	79	0	2.5	286
5073	1012	34.6	37	573	92	0	3.6	290
5074	1012	35.9	31	726	117	0	4.6	303
5075	1012	37	27	822	142	0	6.4	285
5076	1012	37.9	25	865	158	0	7.4	277
5077	1012	38.5	25	871	148	0	8.2	306
5078	1012	38.9	26	818	126	0	8.4	300
5079	1012	39.1	25	713	97	0	9.2	288
5080	1012	38.9	26	551	71	0	8.8	291
5081	1012	38.4	26	334	63	0	8.4	316
5082	1012	37.5	26	80	91	3	8.2	288
5083	1012	36.5	28	0	6	3	8.2	290
5084	1012	35.6	32	0	0	3	9.5	278
5085	1012	34.6	36	0	0	3	7.8	296
5086	1012	33.6	36	0	0	3	7.4	290
5087	1012	32.7	37	0	0	3	8.4	160
5088	1012	31.7	40	0	0	3	7.4	267
5089	1012	30.8	43	0	0	3	8.4	43
5090	1012	29.9	45	0	0	3	8.1	178
5091	1012	29.3	47	0	0	3	8.4	68
5092	1012	28.8	51	0	0	3	8.4	4
5093	1012	28.5	51	0	0	3	6.2	250
5094	1012	28.6	51	0	17	3	7.3	302
5095	1012	29.8	48	117	108	3	6.4	178
5096	1012	31	44	385	72	0	6.8	331
5097	1012	32.3	38	597	80	0	6.2	315
5098	1012	33.5	35	745	107	0	7.7	355
5099	1012	34.4	34	853	125	0	9.3	324
5100	1012	35.2	33	892	143	0	10.3	333
5101	1012	35.8	33	887	139	0	8.9	1
5102	1012	36.1	34	837	116	0	8.7	359
5103	1012	36.2	35	720	94	0	9.8	310
5104	1012	36	36	554	69	0	10.3	309
5105	1012	35.4	38	334	63	0	10	332
5106	1012	34.5	42	80	91	3	9.8	100
5107	1012	33.5	44	0	5	3	8.1	10
5108	1012	32.7	50	0	0	3	7.3	322
5109	1012	31.8	52	0	0	3	7.5	29
5110	1012	31	55	0	0	3	7.5	10
5111	1012	30.1	57	0	0	3	7.9	259
5112	1012	29.3	56	0	0	3	6.4	313
5113	1012	28.8	53	0	0	2	6	327
5114	1012	28.3	59	0	0	2	6.2	321
5115	1012	28.1	58	0	0	2	7.7	306
5116	1012	27.8	59	0	0	2	8.4	303
5117	1012	27.6	60	0	0	2	7	298
5118	1012	27.8	56	0	17	2	7.5	303
5119	1012	29.1	52	116	107	2	6.4	310
5120	1012	30.5	42	378	78	0	7	324
5121	1012	31.9	34	597	79	0	8.1	322
5122	1012	33.2	32	753	103	0	8.4	311
5123	1012	34.3	27	859	121	0	10.3	209
5124	1012	35.2	25	894	142	0	11.3	216
5125	1012	35.8	24	879	143	0	12.6	306
5126	1012	36.2	23	806	131	0	14.5	335
5127	1012	36.3	22	684	111	0	15	357
5128	1012	36.1	24	495	105	0	16.3	75
5129	1012	35.5	25	292	80	0	16.3	342
5130	1012	34.6	27	62	91	4	15.3	222
5131	1012	33.6	30	0	2	4	13.9	281
5132	1012	32.7	35	0	0	4	12.4	259
5133	1012	31.9	36	0	0	4	10	345
5134	1012	31.1	37	0	0	4	11	105
5135	1012	30.2	36	0	0	4	10.3	138
5136	1012	29.4	36	0	0	3	10.3	138
5137	1012	28.8	43	0	0	3	11.8	53
5138	1012	28.1	45	0	0	3	11.8	306
5139	1012	27.7	48	0	0	3	14.5	321
5140	1012	27.4	49	0	0	3	12.1	303
5141	1012	27.1	44	0	0	3	9.8	307
5142	1012	27.3	43	0	16	3	9.6	301
5143	1012	28.5	42	114	107	3	8.9	339
5144	1012	29.8	38	379	73	0	7.7	324
5145	1012	31.2	34	592	81	0	7.3	330
5146	1012	32.4	30	740	109	0	8.4	319
5147	1012	33.5	26	840	131	0	8.9	327
5148	1012	34.3	24	873	152	0	9.1	316
5149	1012	34.9	22	859	153	0	8.9	299
5150	1012	35.3	23	805	132	0	8.4	137
5151	1012	35.4	22	688	108	0	8.9	301
5152	1012	35.1	23	523	82	0	8.4	86
5153	1012	34.6	24	310	70	0	8.4	359
5154	1012	33.7	27	68	89	4	9.3	323
5155	1012	32.7	27	0	3	4	9.6	274
5156	1012	31.7	33	0	0	4	10	315
5157	1012	30.7	34	0	0	4	8.9	308
5158	1012	29.7	35	0	0	4	9.3	308
5159	1012	28.8	37	0	0	3	8.9	334
5160	1012	27.8	40	0	0	3	8.4	299
5161	1012	27	42	0	0	3	8.4	300
5162	1012	26.2	45	0	0	3	7.7	296
5163	1012	25.8	47	0	0	3	8.1	311
5164	1012	25.5	46	0	0	3	8.9	324
5165	1012	25.2	47	0	0	3	6.4	314
5166	1012	25.4	44	0	15	3	6.2	302
5167	1012	26.8	41	113	106	3	6.4	317
5168	1012	28.4	38	378	73	0	6.7	327
5169	1012	30	32	591	81	0	7.5	298
5170	1012	31.4	30	749	105	0	7.5	295
5171	1012	32.7	27	859	121	0	8.1	338
5172	1012	33.7	24	902	137	0	8.7	335
5173	1012	34.5	26	891	135	0	8.7	343
5174	1012	34.9	24	832	117	0	8.7	325
5175	1012	35.1	22	715	94	0	7.7	329
5176	1012	34.9	22	547	70	0	7.5	285
5177	1012	34.2	23	326	63	0	6.8	165
5178	1012	33.3	25	74	88	3	6.8	56
5179	1012	32.2	26	0	4	3	7.3	32
5180	1012	31.6	32	0	0	3	6.4	313
5181	1012	31	33	0	0	3	5.5	331
5182	1012	30.4	34	0	0	3	5.8	1
5183	1012	29.8	33	0	0	3	5.1	326
5184	1012	29.2	35	0	0	3	4.6	358
5185	1012	28.7	36	0	0	3	3.2	354
5186	1012	28.2	36	0	0	3	2.7	292
5187	1012	27.9	38	0	0	3	4.4	333
5188	1012	27.6	39	0	0	3	4	314
5189	1012	27.4	39	0	0	3	2.7	88
5190	1012	27.5	40	0	15	3	4	264
5191	1012	28.8	34	110	107	3	3.2	331
5192	1012	30.2	32	370	76	0	4.6	312
5193	1012	31.5	30	577	88	0	4.6	308
5194	1012	32.8	27	728	114	0	5.3	298
5195	1012	33.9	24	841	129	0	5.8	342
5196	1012	34.8	24	876	150	0	5.1	302
5197	1012	35.4	22	874	144	0	6.4	302
5198	1012	35.8	20	811	127	0	6.8	299
5199	1012	35.9	21	692	104	0	6.4	329
5200	1012	35.6	21	521	82	0	4.9	314
5201	1012	35	20	309	68	0	4.8	311
5202	1012	34.2	22	67	88	4	4.4	300
5203	1012	33.2	24	0	3	4	4.2	323
5204	1012	32.4	28	0	0	3	3.7	324
5205	1012	31.6	29	0	0	3	4.9	311
5206	1012	30.8	31	0	0	3	4.2	336
5207	1012	30.1	31	0	0	3	3.2	313
5208	1012	29.3	34	0	0	3	3.7	351
5209	1012	28.7	36	0	0	3	3.7	314
5210	1012	28.2	36	0	0	3	3.7	316
5211	1012	27.8	39	0	0	3	4	299
5212	1012	27.5	39	0	0	3	4	309
5213	1012	27.3	44	0	0	3	3.5	306
5214	1012	27.4	45	0	14	3	2.7	307
5215	1012	28.7	45	106	107	3	3.2	358
5216	1012	30	38	369	75	0	3.5	326
5217	1012	31.4	37	583	84	0	2.7	352
5218	1012	32.6	32	733	111	0	2.7	301
5219	1012	33.7	30	833	133	0	3.7	329
5220	1012	34.6	27	873	151	0	3.2	336
5221	1012	35.2	26	864	149	0	2.7	314
5222	1012	35.6	27	808	128	0	2	352
5223	1012	35.7	27	696	102	0	2.4	45
5224	1012	35.5	28	525	78	0	2.2	65
5225	1012	34.9	29	310	67	0	2.2	287
5226	1011	34	30	67	87	3	2	341
5227	1011	33	32	0	3	3	1.1	358
5228	1011	32.2	36	0	0	3	0.9	328
5229	1011	31.4	38	0	0	3	0.8	230
5230	1011	30.5	39	0	0	3	0.5	294
5231	1011	29.7	42	0	0	3	1.1	290
5232	1011	28.9	45	0	0	3	1.5	277
5233	1011	28.3	44	0	0	3	1.5	304
5234	1011	27.7	46	0	0	3	1.6	299
5235	1011	27.3	46	0	0	3	1.4	265
5236	1011	27	53	0	0	3	1.7	355
5237	1011	26.7	52	0	0	3	2	179
5238	1011	26.9	54	0	13	3	1.3	39
5239	1011	28	49	97	109	3	2.4	318
5240	1011	29.3	43	350	84	0	3.5	333
5241	1011	30.6	40	542	113	0	3.2	352
5242	1011	31.9	34	712	122	0	4.2	348
5243	1011	32.9	32	815	143	0	5.5	312
5244	1011	33.7	29	834	173	0	4.8	336
5245	1011	34.3	28	835	165	0	4.4	1
5246	1011	34.7	27	767	150	0	4.6	344
5247	1011	34.8	28	649	126	0	5.5	341
5248	1011	34.5	30	476	109	0	4.8	331
5249	1011	33.9	30	283	80	0	6	339
5250	1011	33.1	34	58	87	3	5.3	345
5251	1011	32.1	36	0	3	3	4.8	336
5252	1011	31.4	43	0	0	3	4.2	348
5253	1011	30.7	48	0	0	3	4	341
5254	1011	30.1	48	0	0	3	3.7	342
5255	1011	29.4	48	0	0	3	5.3	340
5256	1011	28.7	45	0	0	3	5.8	348
5257	1011	28.3	47	0	0	3	6.4	344
5258	1011	27.9	53	0	0	3	6	344
5259	1011	27.7	52	0	0	3	6	336
5260	1012	27.5	50	0	0	3	6.4	335
5261	1012	27.3	48	0	0	3	4.4	302
5262	1012	27.5	46	0	14	2	4.4	326
5263	1012	28.8	38	114	104	2	4.6	24
5264	1012	30.2	36	382	72	0	4.2	330
5265	1012	31.6	34	600	75	0	6.2	348
5266	1012	33	32	756	100	0	7.5	10
5267	1012	34.1	30	859	119	0	8.4	35
5268	1012	35	28	900	136	0	7.5	34
5269	1012	35.6	29	881	138	0	8.7	161
5270	1012	36	29	823	119	0	10.3	189
5271	1012	36.1	27	705	96	0	10.3	56
5272	1012	35.9	28	504	95	0	11.3	175
5273	1012	35.3	31	300	69	0	11.5	277
5274	1012	34.4	34	60	86	4	11.8	243
5275	1012	33.4	36	0	2	4	10.7	309
5276	1012	32.6	41	0	0	4	10	297
5277	1012	31.8	46	0	0	4	9.8	302
5278	1012	31	46	0	0	4	9.1	306
5279	1012	30.3	46	0	0	3	9.3	327
5280	1012	29.5	50	0	0	3	9.3	69
5281	1012	28.9	51	0	0	3	10.7	309
5282	1012	28.2	53	0	0	3	11.3	186
5283	1011	27.9	54	0	0	3	12.9	107
5284	1011	27.5	57	0	0	3	14.5	23
5285	1011	27.3	62	0	0	3	12.9	33
5286	1011	27.4	59	0	13	3	11.5	12
5287	1011	28.5	55	99	106	3	11	301
5288	1011	29.8	53	349	83	0	12.1	327
5289	1011	31.1	48	536	115	0	12.4	330
5290	1011	32.3	42	709	122	0	12.6	8
5291	1011	33.4	39	816	142	0	12.6	317
5292	1011	34.2	36	858	158	0	13.9	352
5293	1011	34.8	34	856	151	0	15.7	60
5294	1011	35.2	33	802	129	0	17.7	295
5295	1011	35.3	29	690	102	0	15.3	340
5296	1011	35.1	29	501	95	0	13.6	311
5297	1011	34.5	32	295	73	0	13.9	272
5298	1011	33.6	36	62	85	3	12.1	309
5299	1011	32.6	35	0	3	3	10.7	163
5300	1011	31.9	36	0	0	3	11	165
5301	1011	31.3	39	0	0	3	9.6	319
5302	1011	30.6	42	0	0	3	8.1	357
5303	1011	29.9	44	0	0	3	6.2	340
5304	1011	29.2	46	0	0	3	6.7	352
5305	1011	28.8	52	0	0	3	5.8	332
5306	1011	28.4	52	0	0	3	5.5	317
5307	1012	28.2	51	0	0	3	6.4	296
5308	1012	28	53	0	0	2	6.8	352
5309	1012	27.8	53	0	0	2	7	318
5310	1012	27.9	50	0	13	2	7.3	337
5311	1012	29.2	45	110	103	2	6.7	323
5312	1012	30.6	41	375	74	0	7.7	334
5313	1012	32	36	601	74	0	7	275
5314	1012	33.3	30	759	98	0	8.9	358
5315	1012	34.5	28	861	118	0	7.7	212
5316	1012	35.4	25	893	138	0	7.7	75
5317	1012	36	24	881	137	0	8.1	260
5318	1012	36.4	23	811	124	0	8.1	294
5319	1012	36.5	22	682	105	0	9.3	275
5320	1012	36.2	23	490	99	0	8.9	251
5321	1012	35.6	24	284	75	0	9.3	1
5322	1012	34.6	26	53	85	4	9.3	335
5323	1012	33.6	30	0	1	4	10.7	348
5324	1012	33	34	0	0	4	10	77
5325	1012	32.4	33	0	0	4	9.8	324
5326	1012	31.7	37	0	0	4	9.3	322
5327	1011	31.1	38	0	0	3	9.1	329
5328	1011	30.5	38	0	0	3	9.3	90
5329	1011	30.1	39	0	0	3	10	25
5330	1011	29.6	39	0	0	3	9.8	210
5331	1011	29.3	40	0	0	3	11.5	356
5332	1011	29.1	43	0	0	3	12.4	178
5333	1011	28.9	44	0	0	2	12.6	283
5334	1011	29	43	0	12	2	11.3	24
5335	1011	30.3	41	104	104	2	11.5	309
5336	1011	31.6	37	358	83	0	11	291
5337	1011	33	37	579	83	0	11	73
5338	1011	34.3	31	732	109	0	11.5	71
5339	1011	35.4	30	838	129	0	12.1	15
5340	1011	36.3	27	877	146	0	12.4	288
5341	1011	36.9	27	861	147	0	12.4	338
5342	1011	37.3	24	793	133	0	13.2	337
5343	1011	37.4	26	634	140	0	12.4	344
5344	1011	37.1	26	467	109	0	11.8	311
5345	1011	36.5	28	261	87	0	13.6	331
5346	1011	35.6	29	79	52	0	11.3	7
5347	1011	34.6	32	0	1	0	11.5	343
5348	1011	33.9	36	0	0	1	11.3	354
5349	1011	33.2	41	0	0	1	10.7	339
5350	1011	32.5	43	0	0	1	13.2	336
5351	1011	31.9	42	0	0	1	14.5	355
5352	1011	31.2	44	0	0	1	13.6	331
5353	1011	30.7	45	0	0	1	11.3	326
5354	1011	30.1	46	0	0	2	10.7	345
5355	1011	29.9	49	0	0	2	11.5	13
5356	1011	29.6	52	0	0	2	10.7	352
5357	1011	29.4	54	0	0	2	10.7	12
5358	1011	29.5	54	0	11	2	9.6	323
5359	1011	30.6	46	94	106	3	9.8	329
5360	1011	32	43	339	86	0	11.8	342
5361	1011	33.3	39	541	103	0	10	32
5362	1011	34.5	34	678	139	0	12.1	9
5363	1011	35.6	30	778	162	0	12.9	3
5364	1011	36.5	30	810	185	0	13.6	320
5365	1011	37.1	26	794	186	0	13.2	345
5366	1011	37.4	25	741	162	0	13.2	323
5367	1011	37.5	25	638	128	0	13.2	328
5368	1011	37.3	26	470	106	0	13.9	355
5369	1011	36.7	28	274	78	0	14.5	329
5370	1011	35.9	31	82	53	0	13.9	1
5371	1011	34.9	33	0	2	0	12.9	331
5372	1011	34.1	38	0	0	1	12.9	299
5373	1011	33.3	42	0	0	1	13.2	329
5374	1011	32.4	43	0	0	1	12.1	306
5375	1011	31.6	43	0	0	1	11	341
5376	1011	30.8	45	0	0	1	11.5	327
5377	1011	30.2	45	0	0	2	11.8	347
5378	1011	29.5	46	0	0	2	10.7	332
5379	1011	29.1	48	0	0	2	11.8	8
5380	1011	28.8	49	0	0	2	10	34
5381	1011	28.5	49	0	0	2	8.9	47
5382	1011	28.6	52	0	11	3	8.9	9
5383	1011	29.7	49	96	104	3	7.5	19
5384	1011	31	45	346	82	0	7.9	206
5385	1011	32.2	38	548	98	0	8.7	2
5386	1011	33.4	32	697	127	0	9.8	321
5387	1011	34.5	29	789	155	0	10	336
5388	1011	35.3	28	835	169	0	10.3	352
5389	1011	35.9	27	830	163	0	10.3	305
5390	1011	36.2	27	763	148	0	9.3	334
5391	1011	36.3	25	650	119	0	9.1	320
5392	1011	36	26	467	106	0	9.6	350
5393	1011	35.4	29	267	80	0	8.4	319
5394	1011	34.5	31	82	50	0	8.4	343
5395	1011	33.6	32	0	1	0	7	338
5396	1011	33	34	0	0	1	5.3	327
